"GIS Join Match Code" "Year" "Metropolitan Statistical Area/Micropolitan Statistical Area Name" "MSACode" "AreaName" "Income share of the top 5%" "Gini Index" "Labor Force Participation Rate" "Unemployment Rate" "COLI (Cost of Living Index)" "Number of households" "Households with Income in the past 12 months below poverty level" "Household with public assistance income" "Total Population" "Per capita income in the past 12 months (in 2009 inflation-adjusted dollars)" "Population 16 Years and Older" "Population between 25 and 64 years old" "Population with a High school diploma" "Population with some college degree or associate's degree" "Population with a Bachelor's degree or higher" "Male" "Female" "White alone (population)" "Black or African American alone (population)" "American Indian and Alaska Native alone (population)" "Asian alone (population)" "Hispanic or Latino (population)" "Married (population)" "Not Married (population)"
"2360" NA 2019 "Lebanon, PA Metro Area" 30140 "Lebanon, PA Metro Area" 17.5 40 64.5 4.4 NA 53579 5362 1100 139729 29130 111299 95909 37607 7192 19834 68479 71250 121005 3449 132 1989 18328 58636 52663
"2361" NA 2019 "Levelland, TX Micro Area; Lubbock-Plainview-Levelland, TX CSA" 30220 "Levelland, TX Micro Area" 18.04 43 62.4 7.5 NA 7997 1268 83 23064 23604 17628 14392 3176 1545 2277 11502 11562 20383 746 123 83 11023 9499 8129
"2362" NA 2019 "Lewisburg, PA Micro Area; Bloomsburg-Berwick-Sunbury, PA CSA" 30260 "Lewisburg, PA Micro Area" 21.75 46 48.7 3.7 NA 14533 1683 346 45111 27079 38203 30613 9231 2284 7958 24755 20356 39190 2898 241 754 2654 17724 20479
"2363" NA 2019 "Lewisburg, TN Micro Area; Nashville-Davidson--Murfreesboro, TN CSA" 30280 "Lewisburg, TN Micro Area" 18.06 40 60.6 6 NA 12324 1506 252 32965 25410 26216 22727 7712 1834 3334 16235 16730 29548 2491 21 106 1778 13888 12328
"2364" NA 2019 "Lewiston, ID-WA Metro Area" 30300 "Lewiston, ID-WA Metro Area" 18.81 43 59.6 4.8 NA 25485 3226 1021 62638 29598 51014 44228 11074 4576 9883 30702 31936 56768 259 2729 524 2479 26862 24152
"2365" NA 2019 "Lewiston-Auburn, ME Metro Area" 30340 "Lewiston-Auburn, ME Metro Area" 18.83 43 65.5 3.9 NA 45630 5577 1521 107602 28956 86746 74726 21766 8566 17016 52573 55029 98386 2562 162 839 1998 43255 43491
"2366" NA 2019 "Lewistown, PA Micro Area" 30380 "Lewistown, PA Micro Area" 18.72 41 59.6 3.5 NA 19043 2286 553 46276 25469 37148 32448 14435 2309 3869 22589 23687 44839 248 92 153 724 20947 16201
"2367" NA 2019 "Lexington, NE Micro Area" 30420 "Lexington, NE Micro Area" 18.79 41 68.9 3.4 NA 9907 1206 136 25746 26864 19762 16851 4544 1658 2879 13318 12428 22722 1509 133 156 7994 11430 8332
"2368" NA 2019 "Lexington-Fayette, KY Metro Area" 30460 "Lexington-Fayette, KY Metro Area" 23.82 48 66.4 5 NA 202126 29528 2576 510647 33153 410171 336190 64909 26476 125236 249429 261218 411972 56088 951 13934 31442 193848 216323
"2369" NA 2019 "Liberal, KS Micro Area" 30580 "Liberal, KS Micro Area" 17.26 41 72.2 5 NA 7321 1185 47 22349 20754 15841 12923 3027 965 1421 11410 10939 13284 1039 124 592 13685 7743 8098
"2370" NA 2019 "Lima, OH Metro Area" 30620 "Lima, OH Metro Area" 19.59 43 62.2 5.4 NA 40650 5721 1231 103175 26761 82102 69145 23666 7965 13091 52045 51130 85161 12230 247 871 3221 39128 42974
"2371" NA 2019 "Lincoln, IL Micro Area; Springfield-Jacksonville-Lincoln, IL CSA" 30660 "Lincoln, IL Micro Area" 18.84 42 54.6 5.6 NA 10797 1005 204 29003 27546 24117 20373 5818 1913 4059 14298 14705 25667 2003 73 218 985 11911 12206
"2372" NA 2019 "Lincoln, NE Metro Area" 30700 "Lincoln, NE Metro Area" 20.87 44 71.4 3.2 NA 130924 15688 3452 330329 32360 262474 205095 37386 23942 79896 165977 164352 286180 12597 2167 13237 22520 128612 133862
"2373" NA 2019 "Little Rock-North Little Rock-Conway, AR Metro Area" 30780 "Little Rock-North Little Rock-Conway, AR Metro Area" 23.22 48 62.4 4.2 NA 284127 41501 5474 737015 30599 582519 493560 120107 38387 150039 356611 380404 518305 172075 2729 12630 38961 280551 301968
"2374" NA 2019 "Lock Haven, PA Micro Area; Williamsport-Lock Haven, PA CSA" 30820 "Lock Haven, PA Micro Area" 19.62 43 59.4 5.6 NA 14690 2250 562 38915 25794 31915 25375 10475 2472 4937 19261 19654 37447 696 102 323 590 15628 16287
"2375" NA 2019 "Logan, UT-ID Metro Area" 30860 "Logan, UT-ID Metro Area" 20.08 42 68.6 2.5 NA 42790 6278 748 137629 23759 99842 70617 14143 5638 25424 69097 68532 125483 992 698 2570 14225 58210 41632
"2376" NA 2019 "Logansport, IN Micro Area" 30900 "Logansport, IN Micro Area" 19.21 42 61.5 4.6 NA 14688 1943 174 37880 24948 30214 25806 8643 2658 3443 19019 18861 31859 441 187 527 5817 15477 14737
"2377" NA 2019 "London, KY Micro Area" 30940 "London, KY Micro Area" 23.62 50 47.7 6.9 NA 54776 15313 1283 148221 20017 117568 100276 29487 5824 15145 73216 75005 142891 1817 638 442 2306 60906 56662
"2378" NA 2019 "Longview, TX Metro Area" 30980 "Longview, TX Metro Area" 22.21 47 57.9 5.4 NA 100968 15956 1363 284796 26507 222067 188442 47488 15153 35850 141196 143600 219294 50912 776 2521 44393 110857 111210
"2379" NA 2019 "Longview, WA Metro Area" 31020 "Longview, WA Metro Area" 20.02 44 56.3 6.6 NA 41952 5870 2251 106778 28876 85037 74257 17816 8680 12622 52844 53934 94987 847 1625 1365 9583 43492 41545
"2380" NA 2019 "Los Alamos, NM Micro Area; Albuquerque-Santa Fe-Las Vegas, NM CSA" 31060 "Los Alamos, NM Micro Area" 17.19 39 68.3 3.4 NA 7931 425 20 18625 60746 14864 13260 1057 972 8938 9463 9162 15929 107 197 926 3346 9198 5666
"2381" NA 2019 "Los Angeles-Long Beach-Anaheim, CA Metro Area" 31080 "Los Angeles-Long Beach-Anaheim, CA Metro Area" 24.06 49 64.9 5.7 NA 4354287 584329 132241 13249614 35916 10672276 9055319 1631413 649875 3121165 6533214 6716400 7099706 876069 87817 2122263 5967160 4840696 5831580
"2382" NA 2019 "Louisville/Jefferson County, KY-IN Metro Area" 31140 "Louisville/Jefferson County, KY-IN Metro Area" 22.26 46 65.2 5 NA 491443 59089 8437 1257088 32630 1005538 867371 208082 74500 256869 613822 643266 998389 186297 2457 26608 61409 484287 521251
"2383" NA 2019 "Lubbock, TX Metro Area" 31180 "Lubbock, TX Metro Area" 22.75 48 64.9 3.9 NA 117703 21639 1621 316474 27710 248255 187606 39028 11601 55396 156217 160257 260577 21556 3139 6807 114015 110613 137642
"2384" NA 2019 "Ludington, MI Micro Area" 31220 "Ludington, MI Micro Area" 24.36 46 56.6 4.4 NA 12186 1688 399 28954 29549 23723 20993 6535 2417 4842 14333 14621 27438 261 285 167 1322 12831 10892
"2385" NA 2019 "Lufkin, TX Micro Area" 31260 "Lufkin, TX Micro Area" 19.53 44 58.2 6.6 NA 31035 4984 456 87322 23147 67358 57275 14330 4449 9694 42606 44716 69651 12890 490 975 19326 34078 33280
"2386" NA 2019 "Lumberton, NC Micro Area" 31300 "Lumberton, NC Micro Area" 22.22 49 50.6 6.7 NA 45927 12454 742 132596 18709 103205 85549 25513 7997 11719 63995 68601 37096 31585 52863 798 11774 40960 62245
"2387" NA 2019 "Lynchburg, VA Metro Area" 31340 "Lynchburg, VA Metro Area" 20.55 45 59.1 4.5 NA 100912 13028 2771 261652 28251 216185 175296 43035 15445 48142 125791 135861 204064 45002 571 3596 7501 107194 108991
"2388" NA 2019 "Macomb, IL Micro Area" 31380 "Macomb, IL Micro Area" 18.35 47 56.8 7.4 NA 11408 2431 256 30479 24094 25802 18224 5054 1913 5873 14845 15634 27372 1442 33 653 844 9976 15826
"2389" NA 2019 "Macon-Bibb County, GA Metro Area" 31420 "Macon-Bibb County, GA Metro Area" 24.24 51 56.1 7 NA 86131 18603 1810 229504 26275 182038 153515 42226 11218 35970 109751 119753 116265 102986 394 3609 6559 77794 104244
"2390" NA 2019 "Madera, CA Metro Area" 31460 "Madera, CA Metro Area" 20.18 44 54.4 8.7 NA 44881 7822 2966 155433 22853 117569 97527 20595 7658 14192 74972 80461 108100 4949 2489 3229 89798 58861 58708
"2391" NA 2019 "Madison, IN Micro Area" 31500 "Madison, IN Micro Area" 22.15 45 56.6 4.2 NA 12632 1776 386 32201 27152 26472 22311 7372 2086 3989 15332 16869 30433 679 68 286 901 12899 13573
"2392" NA 2019 "Madison, WI Metro Area" 31540 "Madison, WI Metro Area" 20.69 44 71.8 2.6 NA 271938 26764 4391 653725 39484 532567 435823 80343 45058 200772 325952 327773 562287 28985 2219 32649 37551 263531 269036
"2393" NA 2019 "Madisonville, KY Micro Area" 31580 "Madisonville, KY Micro Area" 18.89 45 55.4 5.5 NA 18588 3454 242 45331 25042 36061 31625 10196 2954 5228 22126 23205 40802 2916 90 269 949 19384 16677
"2394" NA 2019 "Magnolia, AR Micro Area" 31620 "Magnolia, AR Micro Area" 23.07 50 51.6 10.9 NA 8562 2100 185 23776 21189 19430 14661 5537 797 2879 11407 12369 14396 8592 48 254 645 8136 11294
"2395" NA 2019 "Malone, NY Micro Area" 31660 "Malone, NY Micro Area" 20.05 45 50.1 7 NA 19015 3396 509 50477 25406 41669 35065 9691 4400 6689 27483 22994 41726 2863 3609 280 1789 19161 22508
"2396" NA 2019 "Malvern, AR Micro Area; Hot Springs-Malvern, AR CSA" 31680 "Malvern, AR Micro Area" 19.04 43 50.8 6 NA 12599 2208 216 33597 21866 27540 24293 7646 1695 3227 17484 16113 28434 3834 152 133 1176 14982 12558
"2397" NA 2019 "Manchester-Nashua, NH Metro Area" 31700 "Manchester-Nashua, NH Metro Area" 18.92 43 70.1 4 NA 161086 12627 3761 413035 40955 338329 291168 63293 29170 110950 205394 207641 369394 12025 477 16694 27970 175937 162392
"2398" NA 2019 "Manhattan, KS Metro Area" 31740 "Manhattan, KS Metro Area" 19.46 44 70.6 5 NA 47872 7485 616 132928 26780 105579 71104 13763 6776 26556 69854 63074 107342 11369 942 4993 12992 50397 55182
"2399" NA 2019 "Manitowoc, WI Micro Area" 31820 "Manitowoc, WI Micro Area" 17.96 40 64.3 2.6 NA 34563 3334 385 79185 30130 64901 56932 20279 6794 11526 39500 39685 74419 869 392 2161 3178 35837 29064
"2400" NA 2019 "Mankato, MN Metro Area" 31860 "Mankato, MN Metro Area" 19.93 43 72.3 3.6 NA 38976 5489 1009 100749 30807 82280 61078 14073 7855 21040 50474 50275 91832 3536 190 2035 3986 38161 44119
"2401" NA 2019 "Mansfield, OH Metro Area" 31900 "Mansfield, OH Metro Area" 19.77 43 56.5 5.3 NA 48449 6535 1836 121100 25585 97923 84649 27825 7568 15509 61468 59632 104983 10808 139 959 2318 48974 48949
"2402" NA 2019 "Marietta, OH Micro Area; Parkersburg-Marietta-Vienna, WV-OH CSA" 31930 "Marietta, OH Micro Area" 22.7 46 56.6 4 NA 25197 3752 339 60426 28782 49998 43293 15887 4899 8152 29883 30543 57903 781 272 387 665 25991 24007
"2403" NA 2019 "Marinette, WI-MI Micro Area" 31940 "Marinette, WI-MI Micro Area" 20.37 43 58.2 4.4 NA 29100 3791 574 63465 28158 53198 47257 17889 4980 7577 32016 31449 60801 370 763 229 1125 28703 24495
"2404" NA 2019 "Marion, IN Micro Area" 31980 "Marion, IN Micro Area" 17.71 42 57.7 7.2 NA 26372 4384 460 66452 23046 54276 44057 14390 3598 7888 31695 34757 58360 4811 124 653 2846 25219 29057
"2405" NA 2019 "Marion, NC Micro Area; Asheville-Marion-Brevard, NC CSA" 32000 "Marion, NC Micro Area" 20.91 44 53.5 5.7 NA 18173 2891 349 45227 24281 37089 32857 8429 4284 5731 22752 22475 41437 1628 155 415 2766 20295 16794
"2406" NA 2019 "Marion, OH Micro Area" 32020 "Marion, OH Micro Area" 21.33 45 54 6.6 NA 24737 3436 795 65299 24484 52912 46308 16901 3528 5807 34643 30656 58505 3714 166 420 1747 24864 28048
"2407" NA 2019 "Marquette, MI Micro Area" 32100 "Marquette, MI Micro Area" 19.17 43 58.2 5.7 NA 26552 4032 422 66686 27979 55956 44463 12175 4084 14648 33610 33076 62152 1118 545 627 1016 26597 29359
"2408" NA 2019 "Marshall, MN Micro Area" 32140 "Marshall, MN Micro Area" 21.17 44 69.7 3.3 NA 10018 1377 307 25758 29634 19930 16428 4724 2090 4291 12830 12928 22201 891 93 1117 1770 10817 9113
"2409" NA 2019 "Marshall, MO Micro Area" 32180 "Marshall, MO Micro Area" 20.91 43 59.2 3.4 NA 8272 1220 214 22976 22942 18279 15074 4940 828 2917 11569 11407 19851 1150 57 187 2341 8459 9820
"2410" NA 2019 "Marshalltown, IA Micro Area" 32260 "Marshalltown, IA Micro Area" 17.29 40 64.3 5 NA 15419 1839 287 39964 27196 30961 26497 7973 2815 4981 20308 19656 34303 502 105 1474 8771 16970 13991
"2411" NA 2019 "Martin, TN Micro Area; Martin-Union City, TN CSA" 32280 "Martin, TN Micro Area" 22.36 46 54.5 5.6 NA 13640 2687 368 33510 22755 27855 21492 6509 1133 4634 16406 17104 29651 2831 148 84 865 13624 14231
"2412" NA 2019 "Martinsville, VA Micro Area" 32300 "Martinsville, VA Micro Area" 21.99 46 51.7 7.4 NA 26750 5153 929 64160 22465 52494 46610 11899 5151 7112 30524 33636 43407 17483 76 453 3550 24919 27575
"2413" NA 2019 "Maryville, MO Micro Area" 32340 "Maryville, MO Micro Area" 20.08 45 59.2 2.9 NA 8395 1802 139 22359 22915 19264 12472 3980 680 3562 11102 11257 20946 617 49 306 386 8257 11007
"2414" NA 2019 "Mason City, IA Micro Area" 32380 "Mason City, IA Micro Area" 21.76 44 66.2 4.1 NA 22413 2467 466 50279 32637 41106 35843 9484 5472 8138 24660 25619 47472 868 219 516 2308 21508 19598
"2415" NA 2019 "Mayagüez, PR Metro Area" 32420 "Mayagüez, PR Metro Area" 29.99 59 39.9 24.3 NA 38645 20768 2222 99545 10945 84289 68016 16007 4419 16977 47398 52147 28568 3052 125 39 98861 28296 55993
"2416" NA 2019 "Mayfield, KY Micro Area; Paducah-Mayfield, KY-IL CSA" 32460 "Mayfield, KY Micro Area" 22.84 49 57 6.1 NA 14316 2807 139 37248 24750 29293 25178 8094 2270 4371 18338 18910 33366 1662 52 169 2491 15563 13730
"2417" NA 2019 "Maysville, KY Micro Area; Cincinnati-Wilmington-Maysville, OH-KY-IN CSA" 32500 "Maysville, KY Micro Area" 25.75 52 56.1 5 NA 6700 1210 144 17112 28411 13664 11758 3356 1393 2289 8490 8622 15505 1082 8 155 328 7069 6595
"2418" NA 2019 "McAlester, OK Micro Area" 32540 "McAlester, OK Micro Area" 21.38 46 52.8 6.4 NA 17816 2957 443 44146 25524 35431 31047 9695 3025 5002 22433 21713 32189 1261 2644 153 2236 18689 16742
"2419" NA 2019 "McAllen-Edinburg-Mission, TX Metro Area" 32580 "McAllen-Edinburg-Mission, TX Metro Area" 22.01 49 58.4 6.9 NA 238345 66645 3490 855176 17175 604559 479260 93558 22948 89652 418867 436309 737739 4669 1504 8370 788282 301215 303344
"2420" NA 2019 "McComb, MS Micro Area" 32620 "McComb, MS Micro Area" 23.86 52 48.2 4.9 NA 14404 4630 421 39532 17621 30450 25448 7590 2723 4228 18741 20791 17315 21456 198 125 628 12709 17741
"2421" NA 2019 "McMinnville, TN Micro Area" 32660 "McMinnville, TN Micro Area" 23.7 47 56.4 5.1 NA 15727 3210 262 40702 22802 32208 27890 9889 1636 4057 20242 20460 37221 862 129 283 3697 16638 15570
"2422" NA 2019 "McPherson, KS Micro Area" 32700 "McPherson, KS Micro Area" 18.21 41 66.1 1.9 NA 12334 1245 135 28567 31006 22965 19422 4681 2223 5435 14070 14497 27274 331 172 193 1205 13685 9280
"2423" NA 2019 "Meadville, PA Micro Area" 32740 "Meadville, PA Micro Area" 20.26 43 58.1 5.3 NA 35164 4594 1113 85665 26582 69856 59729 24672 4487 12623 41716 43949 81795 1384 33 485 1119 36637 33219
"2424" NA 2019 "Medford, OR Metro Area" 32780 "Medford, OR Metro Area" 22.51 47 57.4 5.9 NA 88241 12968 2838 216574 30250 176884 155029 33340 13253 43162 105742 110832 197752 1486 2740 2837 27778 91981 84903
"2425" NA 2019 "Memphis, TN-MS-AR Metro Area" 32820 "Memphis, TN-MS-AR Metro Area" 24.07 49 64.1 6.8 NA 497232 80854 8412 1339623 29453 1043136 880776 220090 62726 249395 640257 699366 620901 630518 2649 28457 74605 445951 597185
"2426" NA 2019 "Menomonie, WI Micro Area; Eau Claire-Menomonie, WI CSA" 32860 "Menomonie, WI Micro Area" 18.74 42 66.3 3.4 NA 16859 2042 342 44759 28034 36801 27291 8208 3266 7612 22476 22283 42081 292 108 1223 848 17197 19604
"2427" NA 2019 "Merced, CA Metro Area" 32900 "Merced, CA Metro Area" 23.15 47 59.7 11.9 NA 80008 15349 5517 271382 23011 199752 160388 34532 11637 22118 136987 134395 149434 8645 2501 20349 161814 93874 105878
"2428" NA 2019 "Meridian, MS Micro Area" 32940 "Meridian, MS Micro Area" 24.2 50 54.7 6 NA 39584 8686 387 101992 23838 81160 69000 17087 8237 12480 49544 52448 54804 45059 525 512 1883 37442 43718
"2429" NA 2019 "Mexico, MO Micro Area; Columbia-Moberly-Mexico, MO CSA" 33020 "Mexico, MO Micro Area" 24.01 45 56.1 4.6 NA 9286 1285 150 25644 23024 20411 17575 6440 1295 2589 11825 13819 22789 1464 91 33 797 9751 10660
"2430" NA 2019 "Miami, OK Micro Area; Joplin-Miami, MO-OK CSA" 33060 "Miami, OK Micro Area" 21.32 45 55.6 5.7 NA 11847 2295 386 31454 20814 24513 20499 6133 2178 2977 15456 15998 21248 351 5697 232 1798 11997 12516
"2431" NA 2019 "Miami-Fort Lauderdale-Pompano Beach, FL Metro Area" 33100 "Miami-Fort Lauderdale-Pompano Beach, FL Metro Area" 26.56 51 63 5.7 NA 2127517 313105 46160 6090660 32522 4990746 4348284 1025725 405138 1404954 2959743 3130917 4276005 1293683 13261 151563 2751154 2190406 2800340
"2432" NA 2019 "Michigan City-La Porte, IN Metro Area" 33140 "Michigan City-La Porte, IN Metro Area" 20.04 44 57 6.1 NA 43039 5518 847 110154 27264 89052 77222 23571 7437 13914 56741 53413 91260 12169 353 639 7269 41678 47374
"2433" NA 2019 "Middlesborough, KY Micro Area" 33180 "Middlesborough, KY Micro Area" 22.06 49 38.7 10 NA 10624 3617 565 26791 15501 21730 18922 5543 1379 1733 13174 13617 25531 742 60 45 285 10735 10995
"2434" NA 2019 "Midland, MI Metro Area" 33220 "Midland, MI Metro Area" 23.62 47 59.6 5.2 NA 34199 3732 673 83355 36142 67563 58374 15332 5997 20528 41012 42343 77659 1167 358 1916 2289 39448 28115
"2435" NA 2019 "Midland, TX Metro Area" 33260 "Midland, TX Metro Area" 23.42 47 70.6 3.3 NA 58692 5323 413 173816 38966 128660 108459 22008 8498 29393 87984 85832 142659 11248 1083 3360 77764 68160 60500
"2436" NA 2019 "Milledgeville, GA Micro Area" 33300 "Milledgeville, GA Micro Area" 20.32 47 49.7 7.7 NA 19165 4070 239 53626 20920 44938 34760 10158 2510 7123 27631 25995 26325 25337 106 822 1161 16855 28083
"2437" NA 2019 "Milwaukee-Waukesha, WI Metro Area" 33340 "Milwaukee-Waukesha, WI Metro Area" 23.27 48 66.5 4.3 NA 631092 80853 11407 1575223 35491 1252002 1068789 250497 92881 380617 767950 807273 1142725 260609 6902 58881 168508 590044 661958
"2438" NA 2019 "Minden, LA Micro Area; Shreveport-Bossier City-Minden, LA CSA" 33380 "Minden, LA Micro Area" 23.04 49 49 5.2 NA 16551 4786 1961 39242 18962 31540 27212 9944 1980 4192 19171 20071 24993 13346 164 106 761 14335 17205
"2439" NA 2019 "Mineral Wells, TX Micro Area; Dallas-Fort Worth, TX-OK CSA" 33420 "Mineral Wells, TX Micro Area" 21.23 46 56.3 7.4 NA 10255 1557 220 28540 25150 22579 19449 5221 1504 3223 14057 14483 26133 715 198 226 5674 11414 11165
"2440" NA 2019 "Minneapolis-St. Paul-Bloomington, MN-WI Metro Area" 33460 "Minneapolis-St. Paul-Bloomington, MN-WI Metro Area" 21.23 45 71.9 3.6 NA 1373979 114224 46096 3573609 41204 2817590 2420035 446679 252389 1016338 1771443 1802166 2811454 305521 20970 235695 209318 1471110 1346480
"2441" NA 2019 "Minot, ND Micro Area" 33500 "Minot, ND Micro Area" 18.54 42 73.5 2.8 NA 31821 3169 365 77132 35064 60493 49366 13117 6158 13980 39957 37175 67639 2680 1505 1222 4541 32339 28154
"2442" NA 2019 "Missoula, MT Metro Area" 33540 "Missoula, MT Metro Area" 23.09 47 70.1 4.4 NA 49313 7695 1125 117309 31897 97367 78952 14131 6982 33949 58730 58579 107417 751 2355 2174 3841 45107 52260
"2443" NA 2019 "Mitchell, SD Micro Area" 33580 "Mitchell, SD Micro Area" 22.67 45 68.6 2 NA 9705 1168 115 23270 30594 18311 15611 4141 2166 3969 11543 11727 21784 273 393 145 620 10218 8093
"2444" NA 2019 "Moberly, MO Micro Area; Columbia-Moberly-Mexico, MO CSA" 33620 "Moberly, MO Micro Area" 16.46 41 54.8 5.4 NA 8626 1402 173 24878 21240 20046 17182 4944 1896 2597 12987 11891 22388 1463 178 158 523 9354 10692
"2445" NA 2019 "Mobile, AL Metro Area" 33660 "Mobile, AL Metro Area" 21.8 48 56.4 5.9 NA 162241 29451 1902 430655 25895 340683 290184 84778 23114 66126 205526 225129 253687 151944 4413 7970 12259 152198 188485
"2446" NA 2019 "Modesto, CA Metro Area" 33700 "Modesto, CA Metro Area" 19.75 44 61 9.1 NA 173898 24181 7604 543194 26258 411851 343626 88216 26031 58652 268871 274323 415911 16547 4418 30007 251259 202083 209768
"2447" NA 2019 "Monroe, LA Metro Area" 33740 "Monroe, LA Metro Area" 24.93 52 54.5 6 NA 73870 17890 1450 203457 23586 159449 133851 40840 7642 29402 98048 105409 120534 76335 337 1720 4641 67109 92340
"2448" NA 2019 "Monroe, MI Metro Area" 33780 "Monroe, MI Metro Area" 18.13 42 60.7 4.8 NA 59929 6569 1271 149727 31481 121731 105199 32064 12170 21581 73880 75847 141090 3568 372 864 5359 66177 55554
"2449" NA 2019 "Montgomery, AL Metro Area" 33860 "Montgomery, AL Metro Area" 22.86 48 59.4 5.8 NA 144883 23886 1951 373544 28939 296606 251092 58161 19588 75280 178030 195514 187393 166917 835 7395 11997 132711 163895
"2450" NA 2019 "Montrose, CO Micro Area" 33940 "Montrose, CO Micro Area" 22.8 46 56.4 6 NA 19303 2773 681 46482 29428 37725 33575 8445 2388 9327 22963 23519 43938 178 406 421 8693 23047 14678
"2451" NA 2019 "Morehead City, NC Micro Area" 33980 "Morehead City, NC Micro Area" 22.89 46 57 5.7 NA 29755 3214 758 69070 33722 58319 52213 11055 5857 15182 33874 35196 62094 3685 227 808 2966 32040 26279
"2452" NA 2019 "Morgan City, LA Micro Area; Lafayette-Opelousas-Morgan City, LA CSA" 34020 "Morgan City, LA Micro Area" 21.9 47 52.8 8.7 NA 19856 3906 142 50968 22839 40082 34510 15284 2293 3531 25211 25757 30016 15531 836 734 3585 15995 24087
"2453" NA 2019 "Morgantown, WV Metro Area" 34060 "Morgantown, WV Metro Area" 24.25 51 58.7 6.8 NA 51895 9557 1006 139157 30396 117948 90361 23784 5299 32277 71763 67394 125441 5498 320 3729 3095 49820 68128
"2454" NA 2019 "Morristown, TN Metro Area" 34100 "Morristown, TN Metro Area" 21.11 45 55.9 6.2 NA 53569 8020 1329 140912 24155 114399 98526 30725 7238 15516 69374 71538 130381 3978 341 971 10208 61617 52782
"2455" NA 2019 "Moscow, ID Micro Area; Pullman-Moscow, WA-ID CSA" 34140 "Moscow, ID Micro Area" 20.15 46 64 4.2 NA 15422 2803 237 39505 27011 32957 22317 3611 1755 10134 20254 19251 36325 462 531 915 1726 14887 18070
"2456" NA 2019 "Moses Lake, WA Micro Area" 34180 "Moses Lake, WA Micro Area" 19.15 42 62 6.2 NA 30818 4139 1056 95502 24280 70039 58017 12616 5015 10284 48538 46964 65761 810 1146 946 39700 35341 34698
"2457" NA 2019 "Moultrie, GA Micro Area" 34220 "Moultrie, GA Micro Area" 21.73 48 58.2 7.8 NA 15505 3483 497 45486 20529 34836 29488 8981 1844 3764 22504 22982 29029 10622 491 380 8737 16265 18571
"2458" NA 2019 "Mountain Home, AR Micro Area" 34260 "Mountain Home, AR Micro Area" 23.71 45 48 4.6 NA 18435 2347 310 41427 26863 35079 31775 9360 2896 5682 20099 21328 40058 67 176 180 987 20804 14275
"2459" NA 2019 "Mountain Home, ID Micro Area; Boise City-Mountain Home-Ontario, ID-OR CSA" 34300 "Mountain Home, ID Micro Area" 16.73 40 62.1 7.1 NA 10606 1438 286 26743 23028 20606 16764 3622 2171 3140 14059 12684 22766 720 555 705 4564 12202 8404
"2460" NA 2019 "Mount Airy, NC Micro Area" 34340 "Mount Airy, NC Micro Area" 24.2 48 55.8 4 NA 29153 5058 515 71971 25500 58469 50935 11697 5992 9186 34908 37063 65358 2683 247 415 7632 32793 25676
"2461" NA 2019 "Mount Gay-Shamrock, WV Micro Area; Charleston-Huntington-Ashland, WV-OH-KY CSA" 34350 "Mount Gay-Shamrock, WV Micro Area" 20.68 49 42.1 14.4 NA 13816 3529 234 33154 21936 27271 24066 9264 1641 2404 16437 16717 32050 584 56 29 311 14855 12416
"2462" NA 2019 "Mount Pleasant, MI Micro Area" 34380 "Mount Pleasant, MI Micro Area" 23.02 49 60.9 7.1 NA 24739 5912 552 70688 23888 59838 38770 10917 3196 11268 34337 36351 62196 1916 2271 1262 2799 21740 38098
"2463" NA 2019 "Mount Pleasant, TX Micro Area" 34420 "Mount Pleasant, TX Micro Area" 18.41 42 61.5 5.5 NA 15498 2668 207 45518 21934 33999 28352 7718 2189 4889 22332 23186 32309 5062 347 413 17263 19140 14859
"2464" NA 2019 "Mount Sterling, KY Micro Area; Lexington-Fayette--Richmond--Frankfort, KY CSA" 34460 "Mount Sterling, KY Micro Area" 18.05 42 54.5 5.3 NA 17959 3530 370 46682 22096 36783 31947 9965 1962 4693 23293 23389 44594 978 107 99 1047 19816 16967
"2465" NA 2019 "Mount Vernon, IL Micro Area" 34500 "Mount Vernon, IL Micro Area" 21.25 45 57 7.2 NA 14985 2267 395 37985 26466 30393 26472 6578 3364 4750 19500 18485 33162 3177 73 438 1016 15349 15044
"2466" NA 2019 "Mount Vernon, OH Micro Area; Columbus-Marion-Zanesville, OH CSA" 34540 "Mount Vernon, OH Micro Area" 15.82 40 61.2 4.4 NA 23248 2865 485 61481 26390 49017 40415 14326 3144 9280 29878 31603 59292 607 145 282 923 26845 22172
"2467" NA 2019 "Mount Vernon-Anacortes, WA Metro Area" 34580 "Mount Vernon-Anacortes, WA Metro Area" 20.48 43 59.7 5.5 NA 48493 5161 1223 125612 33168 101230 88196 19411 9880 23147 62106 63506 103131 1110 2356 2388 23097 55311 45919
"2468" NA 2019 "Muncie, IN Metro Area" 34620 "Muncie, IN Metro Area" 23.06 48 58.6 6.6 NA 46026 9620 1112 115020 25107 96541 71040 21070 6922 16859 55549 59471 101663 8056 117 1644 2847 39615 56926
"2469" NA 2019 "Murray, KY Micro Area" 34660 "Murray, KY Micro Area" 20.26 47 58.8 4.3 NA 14996 3369 117 38837 23219 32582 24156 6131 1313 6885 18835 20002 35515 1369 125 426 1055 15124 17458
"2470" NA 2019 "Muscatine, IA Micro Area; Davenport-Moline, IA-IL CSA" 34700 "Muscatine, IA Micro Area" 19.32 42 66.5 3 NA 16660 1604 316 42889 29511 33417 28635 8567 3628 6163 21323 21566 38753 1065 87 388 7677 18262 15155
